index,Unnamed: 0,Plate_ID,Row,Col,New_ID,Golden_Gate_Enzyme,Payload_Name,PTag_1_ID,PTag_2_ID,Oralgen Gene ID,GI,Locus,VIMSS (MicrobesOnline #),GeneID,colony_growth,liquid_growth,quivey_successful,quivey_essential,RawMaxOD,TimeMaxOD,PredVMax,TimePredVMax,PassColony,PassLiquid,PassMaxOD,PassTimeMaxOD,PassVMax,PassTimeVMax,PassAll,Pass5,Pass4,Pass3,0-index
809,809,9,B,6,SMU_706c,BsaI,Payload_1,Tag_101,Tag_172,647.0,24379176.0,SMU.706c,VIMSS295479,1028115.0,N,Y,Y,N,1.533,15.25306,0.275839318399878,9.53333,False,True,True,True,True,True,False,True,True,True,809
814,814,9,G,6,SMU_712,BsaI,Payload_2,Tag_20,Tag_186,651.0,24379180.0,SMU.712,VIMSS295483,1027829.0,N,N,Y,N,0.106,4.00306,3.12439722902839e-21,1.00333,False,False,False,False,False,False,False,False,False,False,814
815,815,9,H,6,intergenic_165,BsaI,Payload_2,Tag_64,Tag_160,,,,,,N,?,,,1.076,24.00333,0.242854967173608,6.53333,False,False,True,True,True,True,False,False,True,True,815
816,816,9,A,7,SMU_713,BsaI,Payload_2,Tag_53,Tag_122,652.0,24379181.0,SMU.713,VIMSS295484,1028117.0,N,N,N,Y,0.105,2.00333,2.12006534996202e-17,1.00333,False,False,False,False,False,False,False,False,False,False,816
817,817,9,B,7,intergenic_166,BsaI,Payload_2,Tag_21,Tag_120,,,,,,N,N,,,0.105,1.75333,2.02817383524902e-29,1.00333,False,False,False,False,False,False,False,False,False,False,817
818,818,9,C,7,SMU_714,BsaI,Payload_2,Tag_85,Tag_180,653.0,24379182.0,SMU.714,VIMSS295485,1028120.0,N,N,N,Y,0.11,2.75333,1.01932679367091e-16,1.00333,False,False,False,False,False,False,False,False,False,False,818
819,819,9,D,7,intergenic_167,BsaI,Payload_2,Tag_75,Tag_114,,,,,,N,N,,,0.116,2.50306,2.529904282479301e-15,1.00333,False,False,False,False,False,False,False,False,False,False,819
820,820,9,E,7,SMU_715,BsaI,Payload_2,Tag_73,Tag_156,654.0,24379183.0,SMU.715,VIMSS295486,1028119.0,N,N,N,?,0.149,16.00306,0.0134424748317317,1.00333,False,False,False,True,False,False,False,False,False,False,820
821,821,9,F,7,intergenic_168,BsaI,Payload_2,Tag_132,Tag_161,,,,,,N,N,,,1.44,13.75306,0.306687314241896,7.95333,False,False,True,True,True,True,False,False,True,True,821
822,822,9,G,7,SMU_716,BsaI,Payload_1,Tag_139,Tag_160,655.0,,,,,N,N,N,Y,0.111,4.00306,2.98527832601149e-21,1.00333,False,False,False,False,False,False,False,False,False,False,822
823,823,9,H,7,SMU_717,BsaI,Payload_1,Tag_93,Tag_136,656.0,,,,,N,N,N,Y,0.099,11.25306,1.28034530887201e-20,1.00333,False,False,False,True,False,False,False,False,False,False,823
824,824,9,A,8,SMU_718c,BsaI,Payload_1,Tag_100,Tag_179,657.0,24379186.0,SMU.718c,VIMSS295489,1029562.0,N,N,N,?,0.112,5.50333,7.662280048912729e-18,1.00333,False,False,False,False,False,False,False,False,False,False,824
830,830,9,G,8,SMU_723,BsaI,Payload_2,Tag_3,Tag_96,662.0,24379191.0,SMU.723,VIMSS295494,1028127.0,N,N,Y,N,0.111,13.25333,4.8209214638528404e-23,1.00333,False,False,False,True,False,False,False,False,False,False,830
862,862,9,G,12,SMU_754,BsaI,Payload_2,Tag_104,Tag_179,687.0,24379216.0,SMU.754,VIMSS295519,1028140.0,N,N,Y,N,0.104,2.25306,4.42793815663241e-21,1.00333,False,False,False,False,False,False,False,False,False,False,862
883,883,10,D,3,SMU_773c,BsaI,Payload_1,Tag_149,Tag_150,703.0,24379232.0,SMU.773c,VIMSS295535,1028164.0,N,N,Y,N,0.703,24.00333,0.3025890179876,23.75333,False,False,True,True,True,False,False,False,False,False,883
888,888,10,A,4,SMU_776,BsaI,Payload_2,Tag_75,Tag_183,706.0,24379235.0,SMU.776,VIMSS295538,1028166.0,N,?,N,?,0.423,24.00333,0.160986570792317,23.75333,False,False,True,True,True,False,False,False,False,False,888
889,889,10,B,4,SMU_777,BsaI,Payload_2,Tag_58,Tag_114,707.0,24379236.0,SMU.777,VIMSS295539,1028165.0,N,N,Y,N,0.179,18.25333,0.0081389271361333,1.00333,False,False,False,True,False,False,False,False,False,False,889
890,890,10,C,4,SMU_778,BsaI,Payload_2,Tag_21,Tag_135,708.0,24379237.0,SMU.778,VIMSS295540,1028162.0,N,N,Y,N,0.105,4.25361,9.837091388693633e-15,1.00333,False,False,False,False,False,False,False,False,False,False,890
891,891,10,D,4,SMU_779,BsaI,Payload_2,Tag_32,Tag_134,709.0,24379238.0,SMU.779,VIMSS295541,1028167.0,N,N,N,Y,0.107,4.00333,1.82659301881544e-19,1.00333,False,False,False,False,False,False,False,False,False,False,891
892,892,10,E,4,SMU_780,BbsI,Payload_4,Tag_141,Tag_168,710.0,24379239.0,SMU.780,VIMSS295542,1028053.0,N,N,Y,N,0.284,20.00333,0.0127125040922996,1.00333,False,False,True,True,False,False,False,False,False,False,892
893,893,10,F,4,SMU_781,BbsI,Payload_4,Tag_7,Tag_40,711.0,24379240.0,SMU.781,VIMSS295543,1028052.0,N,N,N,Y,0.107,4.00333,7.45175638801111e-29,1.00333,False,False,False,False,False,False,False,False,False,False,893
895,895,10,H,4,SMU_784,BsaI,Payload_2,Tag_17,Tag_78,713.0,24379242.0,SMU.784,VIMSS295545,1028169.0,N,N,N,Y,0.167,24.00333,0.0244074238451148,23.75333,False,False,False,True,False,False,False,False,False,False,895
896,896,10,A,5,SMU_785,BsaI,Payload_2,Tag_63,Tag_108,714.0,24379243.0,SMU.785,VIMSS295546,1028168.0,N,N,Y,N,0.099,3.25361,3.85484679357695e-21,1.00333,False,False,False,False,False,False,False,False,False,False,896
914,914,10,C,7,SMU_800,BsaI,Payload_2,Tag_25,Tag_37,728.0,24379257.0,SMU.800,VIMSS295560,1028185.0,N,N,N,Y,0.366,15.00361,0.012876729492504,1.00333,False,False,True,True,False,False,False,False,False,False,914
915,915,10,D,7,SMU_801,BsaI,Payload_2,Tag_171,Tag_182,729.0,347750432.0,SMU.801,VIMSS295561,1028184.0,N,N,N,Y,0.108,4.25361,1.4190565566782101e-19,1.00333,False,False,False,False,False,False,False,False,False,False,915
935,935,10,H,9,intergenic_193,BsaI,Payload_2,Tag_69,Tag_76,,,,,,N,N,,,0.101,13.25333,3.64304250557474e-17,1.00333,False,False,False,True,False,False,False,False,False,False,935
936,936,10,A,10,SMU_818,BsaI,Payload_2,Tag_158,Tag_185,744.0,24379273.0,SMU.818,VIMSS295576,1028190.0,N,N,N,?,0.102,5.00361,5.08265497263067e-19,1.00333,False,False,False,False,False,False,False,False,False,False,936
939,939,10,D,10,SMU_821,BsaI,Payload_2,Tag_38,Tag_71,747.0,24379276.0,SMU.821,VIMSS295579,1029488.0,N,N,N,Y,0.115,17.25361,6.51689781477823e-18,1.00333,False,False,False,True,False,False,False,False,False,False,939
940,940,10,E,10,SMU_822,BsaI,Payload_2,Tag_50,Tag_129,748.0,24379277.0,SMU.822,VIMSS295580,1028204.0,N,N,N,?,0.112,4.75361,1.3934430568259e-15,1.00333,False,False,False,False,False,False,False,False,False,False,940
943,943,10,H,10,SMU_824,BsaI,Payload_2,Tag_35,Tag_162,750.0,24379279.0,SMU.824,VIMSS295582,1028200.0,N,N,N,?,0.105,17.25361,9.02079864731156e-18,1.00333,False,False,False,True,False,False,False,False,False,False,943
944,944,10,A,11,SMU_825,BsaI,Payload_2,Tag_100,Tag_185,751.0,24379280.0,SMU.825,VIMSS295583,1028205.0,N,?,Y,N,0.18,24.00333,0.0300133071937003,23.75333,False,False,False,True,False,False,False,False,False,False,944
945,945,10,B,11,SMU_826,BsaI,Payload_2,Tag_16,Tag_172,752.0,24379281.0,SMU.826,VIMSS295584,1028203.0,?,N,Y,N,0.108,8.00361,1.8975377352852e-25,1.00333,False,False,False,True,False,False,False,False,False,False,945
946,946,10,C,11,SMU_827,BsaI,Payload_2,Tag_17,Tag_146,753.0,24379282.0,SMU.827,VIMSS295585,1028198.0,N,N,N,Y,0.113,16.75333,4.95027718344999e-19,1.00333,False,False,False,True,False,False,False,False,False,False,946
947,947,10,D,11,SMU_828,BsaI,Payload_2,Tag_34,Tag_93,754.0,24379283.0,SMU.828,VIMSS295586,1028207.0,N,N,N,Y,0.116,4.25361,8.81291454101373e-28,1.00333,False,False,False,False,False,False,False,False,False,False,947
948,948,10,E,11,SMU_829,BsaI,Payload_2,Tag_24,Tag_183,755.0,24379284.0,SMU.829,VIMSS295587,1029496.0,N,N,Y,N,0.113,2.00361,1.77917236598434e-14,1.00333,False,False,False,False,False,False,False,False,False,False,948
949,949,10,F,11,SMU_830,BsaI,Payload_2,Tag_85,Tag_100,756.0,24379285.0,SMU.830,VIMSS295588,1029091.0,?,?,Y,N,1.159,7.50333,0.312409624558775,6.12333,False,False,True,True,True,True,False,False,True,True,949
967,967,11,H,1,SMU_847c,BsaI,Payload_1,Tag_15,Tag_103,772.0,24379301.0,SMU.847c,VIMSS295604,1028220.0,N,N,N,?,0.549,24.00306,0.238786527438833,23.75306,False,False,True,True,True,False,False,False,False,False,967
968,968,11,A,2,SMU_846,BsaI,Payload_2,Tag_50,Tag_52,773.0,24379302.0,SMU.846,VIMSS295605,1028218.0,N,N,N,Y,0.107,9.75278,-5.36939372245085e-46,1.00306,False,False,False,True,False,False,False,False,False,False,968
969,969,11,B,2,SMU_848,BsaI,Payload_2,Tag_142,Tag_192,774.0,24379303.0,SMU.848,VIMSS295606,1028217.0,N,N,N,Y,0.11,22.25306,3.3393212045267e-15,1.00306,False,False,False,True,False,False,False,False,False,False,969
970,970,11,C,2,SMU_849,BsaI,Payload_2,Tag_27,Tag_53,775.0,24379304.0,SMU.849,VIMSS295607,1028224.0,N,N,N,?,0.11,5.00306,7.15663751786027e-20,1.00306,False,False,False,False,False,False,False,False,False,False,970
971,971,11,D,2,intergenic_197,BsaI,Payload_2,Tag_4,Tag_178,,,,,,?,Y,,,1.707,11.75306,0.343016486266985,6.92306,False,True,True,True,True,True,False,True,True,True,971
990,990,11,G,4,intergenic_202,BsaI,Payload_2,Tag_23,Tag_135,,,,,,N,N,,,0.122,10.75306,6.74288950774355e-19,1.00306,False,False,False,True,False,False,False,False,False,False,990
991,991,11,H,4,SMU_865,BsaI,Payload_2,Tag_13,Tag_115,790.0,24379319.0,SMU.865,VIMSS295622,1028234.0,N,N,Y,N,0.103,2.25306,2.12641817825341e-25,1.00306,False,False,False,False,False,False,False,False,False,False,991
992,992,11,A,5,SMU_866,BsaI,Payload_2,Tag_147,Tag_148,791.0,24379320.0,SMU.866,VIMSS295623,1028233.0,?,Y,Y,N,1.298,12.50306,0.261588435219166,6.47306,False,True,True,True,True,True,False,True,True,True,992
994,994,11,C,5,SMU_868,BsaI,Payload_2,Tag_93,Tag_111,793.0,24379322.0,SMU.868,VIMSS295625,1028237.0,?,N,N,Y,0.523,24.00306,0.198656581663234,23.75306,False,False,True,True,True,False,False,False,False,False,994
1026,1026,11,C,9,intergenic_207,BsaI,Payload_2,Tag_123,Tag_147,,,,,,N,N,,,0.121,9.50306,2.688953950034e-16,1.00306,False,False,False,True,False,False,False,False,False,False,1026
1029,1029,11,F,9,SMU_900,BbsI,Payload_4,Tag_18,Tag_119,823.0,24379352.0,SMU.900,VIMSS295655,1028264.0,?,?,Y,N,0.381,24.00306,0.151841327545469,23.75306,False,False,True,True,True,False,False,False,False,False,1029
1030,1030,11,G,9,SMU_901,BsaI,Payload_2,Tag_93,Tag_166,824.0,24379353.0,SMU.901,VIMSS295656,1028262.0,N,N,N,Y,0.103,24.00306,9.897006848819952e-15,1.00306,False,False,False,True,False,False,False,False,False,False,1030
1046,1046,11,G,11,intergenic_211,BsaI,Payload_2,Tag_92,Tag_137,,,,,,Y,N,,,1.74,12.00306,0.346803516638716,6.84306,True,False,True,True,True,True,False,True,True,True,1046
1064,1064,12,A,2,intergenic_214,BsaI,Payload_2,Tag_1,Tag_141,,,,,,N,N,,,0.125,21.25333,5.72818495984096e-21,1.00333,False,False,False,True,False,False,False,False,False,False,1064
1065,1065,12,B,2,SMU_937,BsaI,Payload_2,Tag_20,Tag_90,852.0,24379381.0,SMU.937,VIMSS295684,1028291.0,?,N,N,?,0.102,7.25333,1.0343677926218602e-15,1.00333,False,False,False,True,False,False,False,False,False,False,1065
1066,1066,12,C,2,SMU_938,BsaI,Payload_2,Tag_94,Tag_190,853.0,24379382.0,SMU.938,VIMSS295685,1028289.0,N,N,Y,N,0.097,1.25333,-1.89824806923438e-24,1.00333,False,False,False,False,False,False,False,False,False,False,1066
1067,1067,12,D,2,SMU_939,BsaI,Payload_2,Tag_14,Tag_35,854.0,24379383.0,SMU.939,VIMSS295686,1028286.0,N,N,N,?,0.102,19.00306,5.30797042626444e-26,1.00333,False,False,False,True,False,False,False,False,False,False,1067
1071,1071,12,H,2,SMU_942,BsaI,Payload_1,Tag_53,Tag_137,857.0,,,,,N,N,N,?,0.099,1.25333,-2.2946674725911303e-15,1.00333,False,False,False,False,False,False,False,False,False,False,1071
1072,1072,12,A,3,SMU_943c,BsaI,Payload_1,Tag_61,Tag_168,858.0,24379387.0,SMU.943c,VIMSS295690,1028290.0,N,N,N,Y,0.106,19.00306,2.46671678161931e-21,1.00333,False,False,False,True,False,False,False,False,False,False,1072
1073,1073,12,B,3,intergenic_216,BsaI,Payload_2,Tag_23,Tag_43,,,,,,N,N,,,0.12,24.00306,0.0095810968750732,23.75333,False,False,False,True,False,False,False,False,False,False,1073
1074,1074,12,C,3,SMU_944,BsaI,Payload_2,Tag_141,Tag_189,859.0,24379388.0,SMU.944,VIMSS295691,1028296.0,?,Y,N,?,1.827,11.75333,0.368163130612631,7.40333,False,True,True,True,True,True,False,True,True,True,1074
1076,1076,12,E,3,SMU_947,BsaI,Payload_2,Tag_151,Tag_154,861.0,24379390.0,SMU.947,VIMSS295693,1028294.0,N,N,N,?,0.106,24.00306,1.28132731441087e-06,17.82333,False,False,False,True,False,True,False,False,False,False,1076
1079,1079,12,H,3,SMU_950,BsaI,Payload_2,Tag_82,Tag_150,864.0,24379393.0,SMU.950,VIMSS295696,1028297.0,?,Y,N,?,1.7,11.75333,0.35215531212331,7.32333,False,True,True,True,True,True,False,True,True,True,1079
1087,1087,12,H,4,intergenic_218,BsaI,Payload_2,Tag_8,Tag_144,,,,,,N,N,,,0.188,24.00306,0.0309553059748824,23.75333,False,False,False,True,False,False,False,False,False,False,1087
1088,1088,12,A,5,SMU_957,BsaI,Payload_2,Tag_142,Tag_171,871.0,24379400.0,SMU.957,VIMSS295703,1028306.0,N,N,N,Y,0.101,7.50306,4.27833398568745e-19,1.00333,False,False,False,True,False,False,False,False,False,False,1088
1089,1089,12,B,5,SMU_958,BsaI,Payload_2,Tag_7,Tag_180,872.0,24379401.0,SMU.958,VIMSS295704,1028305.0,N,N,N,Y,0.112,6.00333,1.28962190437377e-17,1.00333,False,False,False,False,False,False,False,False,False,False,1089
1090,1090,12,C,5,SMU_959c,BsaI,Payload_1,Tag_147,Tag_158,873.0,24379402.0,SMU.959c,VIMSS295705,1028303.0,N,N,N,Y,0.124,24.00306,0.0116614500040064,23.75333,False,False,False,True,False,False,False,False,False,False,1090
1091,1091,12,D,5,SMU_960,BsaI,Payload_2,Tag_82,Tag_119,874.0,24379403.0,SMU.960,VIMSS295706,1028311.0,N,N,N,Y,0.11,24.00306,0.0003381972297399,23.75333,False,False,False,True,False,False,False,False,False,False,1091
1092,1092,12,E,5,intergenic_219,BsaI,Payload_2,Tag_67,Tag_148,,,,,,N,N,,,0.102,10.00333,9.19326299902374e-28,1.00333,False,False,False,True,False,False,False,False,False,False,1092
1097,1097,12,B,6,SMU_965,BsaI,Payload_2,Tag_115,Tag_139,878.0,24379407.0,SMU.965,VIMSS295710,1027975.0,?,Y,Y,N,1.902,10.75306,0.380151473345435,6.32333,False,True,True,True,True,True,False,True,True,True,1097
1098,1098,12,C,6,SMU_966,BsaI,Payload_2,Tag_117,Tag_171,879.0,24379408.0,SMU.966,VIMSS295711,1029434.0,N,N,Y,N,0.129,24.00306,0.0122996156339806,23.75333,False,False,False,True,False,False,False,False,False,False,1098
1105,1105,12,B,7,SMU_973,BsaI,Payload_2,Tag_25,Tag_109,886.0,24379415.0,SMU.973,VIMSS295718,1028319.0,N,N,Y,N,1.766,11.75333,0.352752215468143,7.17333,False,False,True,True,True,True,False,False,True,True,1105
1124,1124,12,E,9,intergenic_226,BsaI,Payload_2,Tag_113,Tag_190,,,,,,?,N,,,1.767,10.75306,0.353133337783765,5.95333,False,False,True,True,True,True,False,False,True,True,1124
1125,1125,12,F,9,SMU_989,BsaI,Payload_2,Tag_133,Tag_163,900.0,24379429.0,SMU.989,VIMSS295732,1028321.0,N,N,N,?,1.748,24.00306,0.333487284931057,19.54333,False,False,True,True,True,True,False,False,True,True,1125
1131,1131,12,D,10,SMU_993,BsaI,Payload_2,Tag_139,Tag_186,904.0,24379433.0,SMU.993,VIMSS295736,1028334.0,N,N,N,?,0.113,24.00306,9.22100990761745e-24,1.00333,False,False,False,True,False,False,False,False,False,False,1131
1140,1140,12,E,11,SMU_1002,BsaI,Payload_2,Tag_46,Tag_188,913.0,24379442.0,SMU.1002,VIMSS295745,1028341.0,N,N,N,?,0.106,22.25333,1.7297852681511102e-19,1.00333,False,False,False,True,False,False,False,False,False,False,1140
1144,1144,12,A,12,SMU_1004,BsaI,Payload_2,Tag_26,Tag_76,915.0,24379444.0,SMU.1004,VIMSS295747,1028336.0,?,Y,Y,N,1.758,12.50333,0.332251512409556,7.25333,False,True,True,True,True,True,False,True,True,True,1144
1179,1179,13,D,4,SMU_1035,BsaI,Payload_2,Tag_38,Tag_113,944.0,24379473.0,SMU.1035,VIMSS295776,1028371.0,N,N,N,Y,1.749,12.00333,0.324734833196575,7.72306,False,False,True,True,True,True,False,False,True,True,1179
1189,1189,13,F,5,SMU_1045c,BsaI,Payload_1,Tag_83,Tag_176,954.0,24379483.0,SMU.1045c,VIMSS295786,1028373.0,N,N,N,?,0.113,24.00306,1.12651652221357e-10,23.38306,False,False,False,True,False,False,False,False,False,False,1189
1190,1190,13,G,5,SMU_1046c,BsaI,Payload_1,Tag_73,Tag_83,955.0,24379484.0,SMU.1046c,VIMSS295787,1028369.0,N,N,Y,N,0.106,14.75333,3.81452514261591e-15,1.00306,False,False,False,True,False,False,False,False,False,False,1190
1192,1192,13,A,6,SMU_1047c,BsaI,Payload_1,Tag_21,Tag_62,956.0,24379485.0,SMU.1047c,VIMSS295788,1028379.0,N,N,N,?,0.099,5.25306,1.8816180236751e-23,1.00306,False,False,False,False,False,False,False,False,False,False,1192
1195,1195,13,D,6,SMU_1051,BsaI,Payload_2,Tag_57,Tag_71,959.0,24379488.0,SMU.1051,VIMSS295791,1028380.0,N,N,N,Y,0.171,24.00306,0.0235363486522912,23.75306,False,False,False,True,False,False,False,False,False,False,1195
1266,1266,14,C,3,SMU_1114,BsaI,Payload_1,Tag_110,Tag_134,1017.0,,,,,Y,N,N,?,0.118,23.67,2.86875248245336e-23,1.33639,True,False,False,True,False,False,False,False,False,False,1266
1267,1267,14,D,3,SMU_1115,BsaI,Payload_2,Tag_30,Tag_87,1018.0,24379547.0,SMU.1115,VIMSS295850,1028428.0,N,N,N,Y,0.11,22.00333,3.16792930923224e-26,1.33639,False,False,False,True,False,False,False,False,False,False,1267
1273,1273,14,B,4,SMU_1120,BsaI,Payload_1,Tag_82,Tag_128,1023.0,,,,,N,Y,Y,N,1.582,10.66972,0.325830039965204,6.14639,False,True,True,True,True,True,False,True,True,True,1273
1279,1279,14,H,4,SMU_1126,BsaI,Payload_2,Tag_81,Tag_186,1029.0,24379558.0,SMU.1126,VIMSS295861,1029377.0,N,N,N,Y,0.114,2.67,-6.72740149089335e-16,1.33639,False,False,False,False,False,False,False,False,False,False,1279
1287,1287,14,H,5,SMU_1134c,BsaI,Payload_1,Tag_32,Tag_145,1036.0,24379565.0,SMU.1134c,VIMSS295868,1029559.0,N,N,N,Y,0.11,2.67,-1.88082445524166e-22,1.33639,False,False,False,False,False,False,False,False,False,False,1287
1288,1288,14,A,6,SMU_1135,BsaI,Payload_1,Tag_149,Tag_191,1037.0,,,,,N,N,N,Y,0.104,2.67,-1.16222199117687e-22,1.33639,False,False,False,False,False,False,False,False,False,False,1288
1289,1289,14,B,6,SMU_1136,BsaI,Payload_1,Tag_107,Tag_182,1038.0,,,,,N,N,N,Y,0.106,2.67,1.3286032088148799e-27,1.33639,False,False,False,False,False,False,False,False,False,False,1289
1290,1290,14,C,6,SMU_1137,BsaI,Payload_1,Tag_50,Tag_143,1039.0,,,,,N,N,N,Y,0.107,15.33639,9.79692848520284e-27,1.33639,False,False,False,True,False,False,False,False,False,False,1290
1291,1291,14,D,6,SMU_1138,BsaI,Payload_1,Tag_106,Tag_136,1040.0,,,,,N,N,N,?,0.105,23.67,8.636391525219501e-22,1.33639,False,False,False,True,False,False,False,False,False,False,1291
1295,1295,14,H,6,SMU_1142c,BsaI,Payload_1,Tag_103,Tag_175,1044.0,24379573.0,SMU.1142c,VIMSS295876,1029353.0,N,N,N,Y,0.109,2.67,-2.44649982800951e-19,1.33639,False,False,False,False,False,False,False,False,False,False,1295
1296,1296,14,A,7,SMU_1143c,BsaI,Payload_1,Tag_42,Tag_174,1045.0,24379574.0,SMU.1143c,VIMSS295877,1029256.0,N,N,N,?,0.101,2.67,1.3460031304007301e-19,1.33639,False,False,False,False,False,False,False,False,False,False,1296
1320,1320,14,A,10,SMU_1165c,BbsI,Payload_3,Tag_167,Tag_188,1066.0,24379595.0,SMU.1165c,VIMSS295898,1028466.0,N,Y,Y,N,1.552,12.00306,0.326864406838476,6.36639,False,True,True,True,True,True,False,True,True,True,1320
1343,1343,14,H,12,SMU_1187,BsaI,Payload_1,Tag_2,Tag_190,1086.0,,,,,Y,N,N,?,0.105,8.33639,-9.8503914132347e-23,1.33639,True,False,False,True,False,False,False,False,False,False,1343
1347,1347,15,D,1,SMU_1190,BsaI,Payload_1,Tag_62,Tag_136,1089.0,,,,,N,N,N,Y,0.109,23.67,-2.16655773911265e-22,1.33667,False,False,False,True,False,False,False,False,False,False,1347
1348,1348,15,E,1,SMU_1191,BsaI,Payload_1,Tag_47,Tag_124,1090.0,,,,,N,N,N,Y,0.111,23.67,-3.4400411059728204e-25,1.33667,False,False,False,True,False,False,False,False,False,False,1348
1349,1349,15,F,1,SMU_1192,BsaI,Payload_1,Tag_41,Tag_93,1091.0,,,,,N,N,N,Y,0.11,1.67,-2.00510816100303e-22,1.33667,False,False,False,False,False,False,False,False,False,False,1349
1354,1354,15,C,2,intergenic_260,BsaI,Payload_2,Tag_11,Tag_130,,,,,,Y,N,,,0.131,24.00333,0.0002873787617698,23.66667,True,False,False,True,False,False,False,False,False,False,1354
1357,1357,15,F,2,SMU_1200,BsaI,Payload_1,Tag_54,Tag_66,1097.0,,,,,N,N,N,?,0.118,23.67,9.96053893004518e-28,1.33667,False,False,False,True,False,False,False,False,False,False,1357
1361,1361,15,B,3,SMU_1204,BbsI,Payload_3,Tag_95,Tag_191,1100.0,,,,,Y,N,N,Y,0.109,2.00333,4.583251668206941e-25,1.33667,True,False,False,False,False,False,False,False,False,False,1361
1362,1362,15,C,3,SMU_1205c,BbsI,Payload_3,Tag_18,Tag_64,1101.0,24379630.0,SMU.1205c,VIMSS295933,1028501.0,N,Y,Y,N,1.164,23.67,0.244814840623444,7.21667,False,True,True,True,True,True,False,True,True,True,1362
1363,1363,15,D,3,SMU_1206c,BsaI,Payload_1,Tag_48,Tag_142,1102.0,24379631.0,SMU.1206c,VIMSS295934,1028500.0,Y,N,Y,N,0.12,23.67,3.9852223463915897e-22,1.33667,True,False,False,True,False,False,False,False,False,False,1363
1368,1368,15,A,4,SMU_1210,BsaI,Payload_1,Tag_36,Tag_129,1106.0,,,,,N,N,N,Y,0.105,2.00333,7.13758989621154e-14,1.33667,False,False,False,False,False,False,False,False,False,False,1368
1369,1369,15,B,4,SMU_1211,BsaI,Payload_2,Tag_64,Tag_130,1107.0,24379636.0,SMU.1211,VIMSS295939,1028505.0,N,N,N,Y,0.123,2.00333,-6.020535566760921e-21,1.33667,False,False,False,False,False,False,False,False,False,False,1369
1407,1407,15,H,8,SMU_1247,BsaI,Payload_1,Tag_53,Tag_75,1140.0,,,,,Y,N,N,?,0.106,2.00333,-1.22043642832479e-20,1.33667,True,False,False,False,False,False,False,False,False,False,1407
1408,1408,15,A,9,intergenic_269,BsaI,Payload_2,Tag_43,Tag_183,,,,,,N,Y,,,1.699,12.33722,0.314349405626973,7.15667,False,True,True,True,True,True,False,True,True,True,1408
1439,1439,15,H,12,SMU_1277,BbsI,Payload_3,Tag_24,Tag_174,1167.0,,,,,N,N,N,?,0.108,7.67028,-6.278907375469059e-18,1.33667,False,False,False,True,False,False,False,False,False,False,1439
1449,1449,16,B,2,SMU_1288,BsaI,Payload_1,Tag_59,Tag_107,1175.0,,,,,N,N,N,?,0.191,24.00361,0.0311958538470759,23.66694,False,False,False,True,False,False,False,False,False,False,1449
1452,1452,16,E,2,SMU_1291c,BsaI,Payload_1,Tag_101,Tag_173,1178.0,24379707.0,SMU.1291c,VIMSS296010,1028565.0,N,N,N,?,0.389,24.00361,0.0853673945542177,23.66694,False,False,True,True,False,False,False,False,False,False,1452
1456,1456,16,A,3,SMU_1294,BsaI,Payload_1,Tag_57,Tag_184,1181.0,,,,,Y,N,N,?,0.345,24.00361,0.127560327385222,23.66694,True,False,True,True,True,False,False,False,True,True,1456
1460,1460,16,E,3,SMU_1298,BsaI,Payload_2,Tag_88,Tag_132,1185.0,24379714.0,SMU.1298,VIMSS296017,1028520.0,N,N,N,Y,0.112,3.33694,1.55536311987655e-15,1.33694,False,False,False,False,False,False,False,False,False,False,1460
1492,1492,16,E,7,SMU_1326,BsmBI/Esp3I,Payload_5,Tag_37,Tag_155,1211.0,,,,,N,N,N,Y,0.114,24.00361,2.94623545563583e-13,1.33694,False,False,False,True,False,False,False,False,False,False,1492
1606,1606,17,G,9,SMU_1426c,BsaI,Payload_1,Tag_56,Tag_138,1301.0,24379829.0,SMU.1426c,VIMSS296132,1028685.0,N,N,N,?,0.284,19.67,0.0120528071484465,1.33667,False,False,True,True,False,False,False,False,False,False,1606
1608,1608,17,A,10,SMU_1428c,BsaI,Payload_1,Tag_48,Tag_62,1303.0,24379831.0,SMU.1428c,VIMSS296134,1028682.0,N,N,N,?,0.109,10.67,6.56255972921178e-23,1.33667,False,False,False,True,False,False,False,False,False,False,1608
1609,1609,17,B,10,SMU_1429,BsaI,Payload_2,Tag_96,Tag_168,1304.0,24379832.0,SMU.1429,VIMSS296135,1028689.0,Y,N,N,Y,0.117,24.00333,4.923368621919631e-17,1.33667,True,False,False,True,False,False,False,False,False,False,1609
1625,1625,17,B,12,SMU_1444c,BsaI,Payload_1,Tag_115,Tag_141,1315.0,24379843.0,SMU.1444c,VIMSS296146,1028706.0,N,N,Y,N,0.119,24.00333,2.74999729791079e-16,1.33667,False,False,False,True,False,False,False,False,False,False,1625
1641,1641,18,B,2,SMU_1457,BsaI,Payload_1,Tag_30,Tag_156,1327.0,,,,,N,N,N,?,0.116,20.00333,7.36615561995317e-16,1.33667,False,False,False,True,False,False,False,False,False,False,1641
1644,1644,18,E,2,SMU_1460,BsaI,Payload_1,Tag_15,Tag_36,1329.0,,,,,Y,N,Y,N,0.119,21.00333,4.39126852809576e-31,1.33667,True,False,False,True,False,False,False,False,False,False,1644
